ADDRESS,STREET NUMBER,STREET,APARTMENT,CITY,COUNTY,STATE,ZIP CODE,LIST PRICE,PRIOR PRICE,PRIOR PRICE DATE,CHANGE FROM PRIOR PRICE ($),CHANGE FROM PRIOR PRICE (%),ORIGINAL PRICE,ORIGINAL PRICE DATE,CHANGE FROM ORIGINAL PRICE ($),CHANGE FROM ORIGINAL PRICE (%),SALE PRICE,SALE DATE,STATUS,LISTING TYPE,PROPERTY TYPE,BEDS,FULL BATHS,PARTIAL BATHS,SQ FT,PRICE/SQFT,LOT SIZE,YEAR BUILT,NEIGHBORHOOD,DESCRIPTION,PRIMARY PHOTO,NUMBER OF PHOTOS,VIRTUAL TOUR,MY NOTES,DATE SAVED,MLS ID,DAYS ON TRULIA,URL,AGENT NAME,AGENT EMAIL,AGENT PHONE,BROKER NAME,PROVIDED BY,LISTING SOURCE URL,OPEN HOUSE DATE (1),OPEN HOUSE TIME (1),OPEN HOUSE END TIME (1),OPEN HOUSE DATE (2),OPEN HOUSE START TIME (2),OPEN HOUSE END TIME (2),OPEN HOUSE DATE (3),OPEN HOUSE START TIME (3),OPEN HOUSE END TIME (3)
      3545 Chelan Dr West Linn OR 97068,3545,Chelan Dr,,West Linn,Clackamas,OR,97068,,,,,,,,,,,Mar 31st 2000,Sold,Sold,Single-Family Home,3,,,2132,128,,1995,Tanner Basin,,,,,,2014-05-03 18:28:57,,,http://www.trulia.com/homes/Oregon/West_Linn/sold/291434-3545-Chelan-Dr-West-Linn-OR-97068,,,,,,,,,,,,,,,
      4350 SW Halcyon Rd Tualatin OR 97062,4350,SW Halcyon Rd,,Tualatin,Clackamas,OR,97062,,,,,,,,,,,May 18th 2011,Sold,Sold,Single-Family Home,1,,,3232,64,0.88 acres,2006,Stafford - Tualatin Valley,,,,,,2014-04-17 02:32:11,,,http://www.trulia.com/homes/Oregon/Tualatin/sold/288913-4350-SW-Halcyon-Rd-Tualatin-OR-97062,,,,,,,,,,,,,,,
      9255 SW Siletz Dr Tualatin OR 97062,9255,SW Siletz Dr,,Tualatin,Washington,OR,97062,,,,,,,,,,,May 6th 2003,Sold,Sold,Single-Family Home,3,,,1531,111,6 970 sqft,1988,,,,,,,2014-04-06 02:42:31,,,http://www.trulia.com/homes/Oregon/Tualatin/sold/177459-9255-SW-Siletz-Dr-Tualatin-OR-97062,,,,,,,,,,,,,,,
      11028 SE Happy Valley Dr Happy Valley OR 97086,11028,SE Happy Valley Dr,,Happy Valley,Clackamas,OR,97086,,,,,,,,,,,Aug 22nd 2000,Sold,Sold,Single-Family Home,3,,,3140,24,,2001,,,,,,,2014-04-17 02:27:15,,,http://www.trulia.com/homes/Oregon/Happy_Valley/sold/20035163-11028-SE-Happy-Valley-Dr-Happy-Valley-OR-97086,,,,,,,,,,,,,,,
      10415 SW Gardner Ct Tualatin OR 97062,10415,SW Gardner Ct,,Tualatin,Washington,OR,97062,,,,,,,,,,,Jul 18th 2013,Sold,Sold,Single-Family Home,3,,,2209,203,10 454 sqft,1995,,,,,,,2014-04-28 08:07:26,,,http://www.trulia.com/homes/Oregon/Tualatin/sold/867557-10415-SW-Gardner-Ct-Tualatin-OR-97062,,,,,,,,,,,,,,,
      23990 SW Morgan Ln Sherwood OR 97140,23990,SW Morgan Ln,,Sherwood,Clackamas,OR,97140,,,,,,,,,,,,Sold,Sold,Single-Family Home,3,,,1880,,2.38 acres,1991,,,,,,,2014-04-15 02:11:08,,,http://www.trulia.com/homes/Oregon/Sherwood/sold/318388-23990-SW-Morgan-Ln-Sherwood-OR-97140,,,,,,,,,,,,,,,
      4929 SE Briar Ct Milwaukie OR 97267,4929,SE Briar Ct,,Milwaukie,Clackamas,OR,97267,,,,,,,,,,,Oct 31st 2007,Sold,Sold,Single-Family Home,3,,,3072,46,,2007,,,,,,,2014-04-17 02:28:30,,,http://www.trulia.com/homes/Oregon/Milwaukie/sold/20078073-4929-SE-Briar-Ct-Milwaukie-OR-97267,,,,,,,,,,,,,,,
      17366 SW Kinglet Dr Sherwood OR 97140,17366,SW Kinglet Dr,,Sherwood,Washington,OR,97140,,,,,,,,,,,Feb 27th 2004,Sold,Sold,Single-Family Home,3,,,1649,139,5 227 sqft,2000,,,,,,,2014-04-27 06:39:10,,,http://www.trulia.com/homes/Oregon/Sherwood/sold/865014-17366-SW-Kinglet-Dr-Sherwood-OR-97140,,,,,,,,,,,,,,,
      17739 SW Elder View Dr Sherwood OR 97140,17739,SW Elder View Dr,,Sherwood,Washington,OR,97140,,,,,,,,,,,May 27th 2004,Sold,Sold,Single-Family Home,3,,,1695,135,5 227 sqft,1997,,,,,,,2014-05-04 17:13:39,,,http://www.trulia.com/homes/Oregon/Sherwood/sold/133830-17739-SW-Elder-View-Dr-Sherwood-OR-97140,,,,,,,,,,,,,,,
      22483 SW Pinto Dr Tualatin OR 97062,22483,SW Pinto Dr,,Tualatin,Washington,OR,97062,,,,,,,,,,,Oct 15th 2002,Sold,Sold,Single-Family Home,3,,,1398,129,,1984,,,,,,,2014-05-02 08:08:36,,,http://www.trulia.com/homes/Oregon/Tualatin/sold/193800-22483-SW-Pinto-Dr-Tualatin-OR-97062,,,,,,,,,,,,,,,
      16849 SE Sager Rd Happy Valley OR 97086,16849,SE Sager Rd,,Happy Valley,Clackamas,OR,97086,,,,,,,,,,,Sep 24th 2003,Sold,Sold,Single-Family Home,,,,3335,121,0.94 acres,1991,,,,,,,2014-04-10 02:04:26,,,http://www.trulia.com/homes/Oregon/Happy_Valley/sold/20036899-16849-SE-Sager-Rd-Happy-Valley-OR-97086,,,,,,,,,,,,,,,
      14100 SW 117th Ave Tigard OR 97224,14100,SW 117th Ave,,Tigard,Washington,OR,97224,,,,,,,,,,,Nov 18th 1996,Sold,Sold,Single-Family Home,3,,,2568,68,0.37 acres,1958,,,,,,,2014-04-05 03:04:32,,,http://www.trulia.com/homes/Oregon/Tigard/sold/856406-14100-SW-117th-Ave-Tigard-OR-97224,,,,,,,,,,,,,,,
      19960 SW 60th Ave Tualatin OR 97062,19960,SW 60th Ave,,Tualatin,Clackamas,OR,97062,,,,,,,,,,,Apr 4th 2005,Sold,Sold,Single-Family Home,4,,,2348,150,,1998,,,,,,,2014-04-03 02:53:17,,,http://www.trulia.com/homes/Oregon/Tualatin/sold/86974-19960-SW-60th-Ave-Tualatin-OR-97062,,,,,,,,,,,,,,,
      13516 SE Becket St Happy Valley OR 97086,13516,SE Becket St,,Happy Valley,Clackamas,OR,97086,,,,,,,,,,,Sep 28th 1999,Sold,Sold,Single-Family Home,,,,2230,100,,1998,,,,,,,2014-04-29 13:50:35,,,http://www.trulia.com/homes/Oregon/Happy_Valley/sold/272590-13516-SE-Becket-St-Happy-Valley-OR-97086,,,,,,,,,,,,,,,
      2531 Bronco Ct West Linn OR 97068,2531,Bronco Ct,,West Linn,Clackamas,OR,97068,,,,,,,,,,,Mar 17th 1999,Sold,Sold,Single-Family Home,5,,,3356,83,,1977,Hidden Springs,,,,,,2014-05-03 18:29:30,,,http://www.trulia.com/homes/Oregon/West_Linn/sold/290205-2531-Bronco-Ct-West-Linn-OR-97068,,,,,,,,,,,,,,,
      24100 SW Mountain Rd West Linn OR 97068,24100,SW Mountain Rd,,West Linn,Clackamas,OR,97068,,,,,,,,,,,,Sold,Sold,Single-Family Home,2,,,1100,,1.69 acres,1967,Far West,,,,,,2014-05-04 17:17:07,,,http://www.trulia.com/homes/Oregon/West_Linn/sold/315117-24100-SW-Mountain-Rd-West-Linn-OR-97068,,,,,,,,,,,,,,,
      19275 SW 48th Ave Tualatin OR 97062,19275,SW 48th Ave,,Tualatin,Clackamas,OR,97062,,,,,,,,,,,Apr 30th 2002,Sold,Sold,Single-Family Home,3,,,2531,130,,1990,,,,,,,2014-04-06 02:48:24,,,http://www.trulia.com/homes/Oregon/Tualatin/sold/208383-19275-SW-48th-Ave-Tualatin-OR-97062,,,,,,,,,,,,,,,
      14612 SE 155th Dr Clackamas OR 97015,14612,SE 155th Dr,,Clackamas,Clackamas,OR,97015,,,,,,,,,,,Apr 14th 2005,Sold,Sold,Single-Family Home,4,,,2282,143,,1999,,,,,,,2014-04-13 08:31:10,,,http://www.trulia.com/homes/Oregon/Clackamas/sold/85480-14612-SE-155th-Dr-Clackamas-OR-97015,,,,,,,,,,,,,,,
      12895 SW Blue Heron Pl Tigard OR 97223,12895,SW Blue Heron Pl,,Tigard,Washington,OR,97223,,,,,,,,,,,Mar 24th 2003,Sold,Sold,Single-Family Home,3,,,1674,131,4 356 sqft,2002,,,,,,,2014-04-09 02:08:28,,,http://www.trulia.com/homes/Oregon/Tigard/sold/181655-12895-SW-Blue-Heron-Pl-Tigard-OR-97223,,,,,,,,,,,,,,,
      18148 SW Swordfern Ln Sherwood OR 97140,18148,SW Swordfern Ln,,Sherwood,Washington,OR,97140,,,,,,,,,,,Nov 12th 2004,Sold,Sold,Single-Family Home,3,,,2556,130,5 227 sqft,2004,,,,,,,2014-04-24 06:44:46,,,http://www.trulia.com/homes/Oregon/Sherwood/sold/865372-18148-SW-Swordfern-Ln-Sherwood-OR-97140,,,,,,,,,,,,,,,
      22754 SW Highland Dr Sherwood OR 97140,22754,SW Highland Dr,,Sherwood,Washington,OR,97140,,,,,,,,,,,,Sold,Sold,Single-Family Home,3,,,1960,,,1967,,,,,,,2014-04-21 05:32:39,,,http://www.trulia.com/homes/Oregon/Sherwood/sold/866271-22754-SW-Highland-Dr-Sherwood-OR-97140,,,,,,,,,,,,,,,
      13044 SW Ascension Dr Tigard OR 97223,13044,SW Ascension Dr,,Tigard,Washington,OR,97223,,,,,,,,,,,Apr 9th 2003,Sold,Sold,Single-Family Home,3,,,1956,163,9 583 sqft,1998,,,,,,,2014-04-15 02:11:43,,,http://www.trulia.com/homes/Oregon/Tigard/sold/180062-13044-SW-Ascension-Dr-Tigard-OR-97223,,,,,,,,,,,,,,,
      15031 SE Holland Loop Happy Valley OR 97086,15031,SE Holland Loop,,Happy Valley,Clackamas,OR,97086,,,,,,,,,,,Jan 17th 2006,Sold,Sold,Single-Family Home,4,,,3102,133,,2005,,,,,,,2014-04-13 05:18:49,,,http://www.trulia.com/homes/Oregon/Happy_Valley/sold/20036203-15031-SE-Holland-Loop-Happy-Valley-OR-97086,,,,,,,,,,,,,,,
      17151 Campus Way Lake Oswego OR 97034,17151,Campus Way,,Lake Oswego,Clackamas,OR,97034,,,,,,,,,,,Apr 29th 1999,Sold,Sold,Single-Family Home,5,,,2618,87,,1963,Palisades,,,,,,2014-04-13 08:25:48,,,http://www.trulia.com/homes/Oregon/Lake_Oswego/sold/285744-17151-Campus-Way-Lake-Oswego-OR-97034,,,,,,,,,,,,,,,
      2100 Hammerle St West Linn OR 97068,2100,Hammerle St,,West Linn,Clackamas,OR,97068,300000,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,0,2168,138.37639,9 147 sqft,1967,Bolton,Enjoy a three Mountain view from the greatroom area. This 1967 daylight ranch has beautifully refinished solid oak flooring throughout the main living area. Three bedrooms are on the main floor and one is downstairs. Big lot with mature landscaping and private back yard. The three level deck provides lots of outside living area. Large workshop and utility room in the basement are unfinished. Ready for you to redecorate to your taste!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/d/0/5/b/picture-uh=dc1afa4182dc6d91b1c1ca45a162a97a-ps=d05b9c51e6764215121b57dfc9bf8e.jpg,39,,,2014-05-10 06:24:46,14383257,1,http://www.trulia.com/property/3155283430-2100-Hammerle-St-West-Linn-OR-97068,Linda & Ken Baysinger,team.baysinger@comcast.net,(503) 502-7968,,Windermere Real Estate,http://listhub.windermere.com/pages/WINDERMERE/24867351/?channel=trulia,,,,,,,,,
      10716 SW 127th Ct Tigard OR 97223,10716,SW 127th Ct,,Tigard,Washington,OR,97223,329900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2054,160.61343,5 662 sqft,1986,,Updated home with great floor plan in desirable Summerlake neighborhood. Updates include granite counters in kitchen and baths stainless kitchen appliances new light fixtures newer 50 year comp roof carpeting and more. Kitchen opens to large family room with tile floors. Master suite with jetted tub. Private fenced back yard with patio. Beaverton Schools including Conestoga and Southridge. Only a few blocks to Starbucks.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/c/a/c/1/picture-uh=fa18677f3430fed485b6e8cd117bec9-ps=cac1471e75dd49ebefdf2d7e1dee67.jpg,16,,,2014-05-10 06:24:44,14276369,1,http://www.trulia.com/property/3009481777-10716-SW-127th-Ct-Tigard-OR-97223,Matt Gorman,matt@Bellairs-Gorman.com,5039133834,,Meadows Group Inc. Realtors,http://listings.listhub.net/pages/RMLSOR/14276369/?channel=trulia,,,,,,,,,
      4296 Sunset Dr Lake Oswego OR 97035,4296,Sunset Dr,,Lake Oswego,Clackamas,OR,97035,359000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,1680,213.69048,10 018 sqft,1960,Lake Grove,Darling well maintained ranch home in a fantastic Lake Oswego location close to restaurants. Excellent separation of space for the Sq Ft. and includes Hardwoods bonus room gas fireplace french doors leading to spacious and private south facing (lots of natural light) rear yard. Covered carport parking. Includes Lake Boating Easements and outstanding Lake Oswego schools.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/d/3/e/4/picture-uh=b3d3d8cb738421bcf72bcf6a955d8bb-ps=d3e4994e67594d175162b2c3d9a889d4.jpg,16,,,2014-05-10 06:24:40,14062656,1,http://www.trulia.com/property/3155354338-4296-Sunset-Dr-Lake-Oswego-OR-97035,Hasson,john@nielandhomes.com,5036359801,,The Hasson Company,http://listings.listhub.net/pages/RMLSOR/14062656/?channel=trulia,,,,,,,,,
      708 Sunny Hill Dr Lake Oswego OR 97034,708,Sunny Hill Dr,,Lake Oswego,Clackamas,OR,97034,495000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,0,1977,250.37936,9 147 sqft,1979,Palisades,Tranquil setting for beautifully updated 3BR/2BA one level in Sunny Hill. Spacious open floor plan with vaulted ceilings gas fireplace hardwood floors. Kitchen with travertine tile floors stainless appliances Eating area family room with French Doors to large deck for entertaining and private fully fenced South facing yard with flowering shrubs rock paths garden lighting and potting shed. New 50 yr arch comp roof central a/c,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/9/c/d/d/picture-uh=7b4b91e44db35c7524b9c45b46f1359-ps=9cdd78b4e433684f6ebd89dd833f40f7.jpg,16,,,2014-05-10 06:24:35,14679433,1,http://www.trulia.com/property/3155364706-708-Sunny-Hill-Dr-Lake-Oswego-OR-97034,Dale Kuhn,dalek@johnlscott.com,(503) 319-4333,,John L. Scott,http://listings.listhub.net/pages/RMLSOR/14679433/?channel=trulia,,,,,,,,,
      16121 SW Hazeltine Ln Tigard OR 97224,16121,SW Hazeltine Ln,,Tigard,Washington,OR,97224,444900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,,,2820,157.76596,5 662 sqft,2000,,Master on the main! Great location for this Meyers Farm traditional 3bd/2.5ba home. Gorgeous great room w/cherry finish built-ins and volcanic ash fireplace. Spacious kitchen with granite stainless eating bar & wine refrigerator. Vaulted Master suite has door to deck. Dining room w/wainscoting. Office large beds w/walkin closets newer carpet. Bonus rm lower level perfect for 2nd office/workout/craft rm. Oversized garage A/C,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/2/b/c/d/picture-uh=12ab26231cbe13d99f7910b340983a10-ps=2bcd476e46e6fc5d44253adb6a1172.jpg,16,http://homesite.obeo.com/Viewer/Default.aspx?tourid=882798&refurl=trulia.com,,2014-05-09 11:43:52,14484769,2,http://www.trulia.com/property/1039231137-16121-SW-Hazeltine-Ln-Tigard-OR-97224,Robin B. Cook,robin@robincook.net,5033121006,,RE/MAX Pacific Northwest RE/MAX EQUITY GROUP-SUBURBAN SW OFFICE,http://www.remax.com/mls/322-14484769,,,,,,,,,
      1753 Jamie Cir West Linn OR 97068,1753,Jamie Cir,,West Linn,Clackamas,OR,97068,319900,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,0,1997,160.19029,,1977,Willamette,Beautiful home sits on huge lot with open kitchen updated appliances granite counters and tile flooring. Family living includes fireplace and deck overlooking front. Fully finished basement with easy access to 2 car garage. Quiet low entry neighborhood in beautiful West Linn.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/6/d/4/e/picture-uh=8ba62ca9becd86f745bbd6b08a41c9f1-ps=6d4ed64086e7a7a53a61b2c7a41fb73.jpg,20,,,2014-05-09 11:43:47,14665643,2,http://www.trulia.com/property/1047391097-1753-Jamie-Cir-West-Linn-OR-97068,Mandy and Jennifer,mandylewisbroker@gmail.com,5038883180,,Keller Williams - Portland West,http://realestate.kellerwilliams.com/pages/KW/6704566/?channel=trulia,,,,,,,,,
      66 Wheatherstone Lake Oswego OR 97035,66,Wheatherstone,,Lake Oswego,Clackamas,OR,97035,359000,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,3,1,,0,,1972,Mount Park,Quiet Well Maintained And Spacious Is What Define This Wonderful Mt Park Townhome. Situated In A Park-Like Setting With Lots Of Light This 3 Level Townhome Offers Chefs Kit Outside Living Area On All Levels and Large Family Room With Wet Bar For Entertaining. Great For A Family w/ Children Or Great Option For Those Wishing For A More Carefree Lifestyle. Mt Park Amenities And Lake Oswego Award Winning Schools Make This A Must See.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/2/b/3/3/picture-uh=20bbdd13974446ca9b1f9772a2226-ps=2b336763732ad32fec64398e9a577fe5.jpg,17,http://www.hasson.com/property/30665489/syn/3/,,2014-05-09 11:43:42,14169567,2,http://www.trulia.com/property/3155166176-66-Wheatherstone-Lake-Oswego-OR-97035,Hasson,casebeerc@hasson.com,(503) 534-1541,,Hasson,http://www.hasson.com/property/30665489/syn/3/,,,,,,,,,
      12185 SW 126th Ave Tigard OR 97223,12185,SW 126th Ave,,Tigard,Washington,OR,97223,275000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,1,1,1460,188.35617,7 840 sqft,1970,,Inviting one-level home in quiet cul de sac close to elementary school and parks. This 3 bedroom 1.5 bath home has laminate floors throughout newer windows spacious open kitchen with cook island large family room with wood burning fireplace and built-ins formal living room and updated baths. Fully fenced nice sized backyard has deck and plenty of room to garden. Easy access to freeways and shopping.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/3/e/a/d/picture-uh=445b530fef8c8ce31ca2d6e657aceb-ps=3ead23889a121aa118671551db476bc.jpg,11,,,2014-05-09 11:43:38,14503507,2,http://www.trulia.com/property/3155169140-12185-SW-126th-Ave-Tigard-OR-97223,Jennifer Tangvald,jtangvald@premierepropertygroup.com,5034300464,,Premiere Property Group,http://listings.listhub.net/pages/RMLSOR/14503507/?channel=trulia,,,,,,,,,
      9999 SW Alsea Dr Tualatin OR 97062,9999,SW Alsea Dr,,Tualatin,Washington,OR,97062,435000,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,1,2488,174.83923,8 712 sqft,1990,,Located near the end of a quiet street. Greatroom floorplan w/chefs kitchen featuring slab granite ample cabinets sunny breakfast nook. Family room w/fireplace & incredible built-ins. Master suite w/ bay window coved ceiling w/fan private spa-like bath huge walk-in closet. Very private backyard w/mature shrubs & trees large deck w/hot tub level yard w/play structure - backs to amazing trail perfect for exercise & access to parks!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/2/8/8/1/picture-uh=53cbd776c2ad6ad2d923ddceddb8-ps=2881371f3d5f4f37a352e659a4945.jpg,16,,,2014-05-09 11:43:35,14457689,2,http://www.trulia.com/property/3130095605-9999-SW-Alsea-Dr-Tualatin-OR-97062,Marc Fox,marc@marcfoxhomes.com,5033367095,,Keller Williams Realty Portland Premiere,http://realestate.kellerwilliams.com/pages/RMLSOR/14457689/?channel=trulia,,,,,,,,,
      8842 SW Stono Dr Tualatin OR 97062,8842,SW Stono Dr,,Tualatin,Washington,OR,97062,400000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2215,180.58691,0.26 acres,1994,,Amazing home in a private cul de sac in Norwood Heights. Beautifully updated kitchen. Enjoy soaring vaulted ceiling and fireplace in family room. Master suite w/ large walk-in closet and vaulted ceiling. Huge yard with separate garden area and dog run. Gate off backyard opens to park-like setting and bike path. Home wired for sound thru-out.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/1/6/6/f/picture-uh=6f458de4a153c4265ca6c30cb1f7453-ps=166f162f02ce99c2c37518ed7df91aa.jpg,15,,,2014-05-09 11:43:32,14184889,2,http://www.trulia.com/property/3155231506-8842-SW-Stono-Dr-Tualatin-OR-97062,Vicki Gile,vickigile@gmail.com,(503) 539-5944,,Premiere Property Group,http://listings.listhub.net/pages/RMLSOR/14184889/?channel=trulia,,,,,,,,,
      22982 SW Hosler Way Sherwood OR 97140,22982,SW Hosler Way,,Sherwood,Washington,OR,97140,350000,$369900,May 7 2014,-$19900,-5.4%,$384900,Apr 11 2014,-$34900,-9.1%,,,For Sale,Resale,Single-Family Home,3,2,,,0,,1997,,To view this home please contact Kenn Bunn at (503) 679-8200. Sought after WOODHAVEN SINGLE LEVEL HOME. Great neighbors and neighborhood!!! Large fenced yard. A block to YMCA &amp; paved paths in green space. Newly remodeled kitchen slab granite &amp; fixtures interior &amp; exterior paint. Tile entry &amp; Formal Executive Office &amp; dining room. Master has soaking tub 2 sinks walk in closet &amp; slider to back patio. Extra attic storage move in ready w fridge/washer/dryer. AHS Home Warrantee included. To get pre-qualified please call at (503) 720-3357 or email at ckrober@guildmortgage.net NMLS #478151  OR: #NMLS ID#478151.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/4/b/d/7/picture-uh=4d9d638d1cf5a1199a749b5b092c8c7-ps=4bd7214f4a564bb05a95e0d9ed4c62a.jpg,16,http://22982hoslerway.edgelistingpro.com/hd_tour,,2014-05-09 11:42:56,,29,http://www.trulia.com/property/1045184726-22982-SW-Hosler-Way-Sherwood-OR-97140,Kenneth Bunn,kbunn@miv-home.com,(503) 679-8200,,The Molzahn Group via edgelistingpro.com,http://22982hoslerway.edgelistingpro.com,,,,,,,,,
      13197 SW Essex Dr Tigard OR 97223,13197,SW Essex Dr,,Tigard,Washington,OR,97223,449900,,,,,,,,,,,For Sale,Resale,Single-Family Home,5,3,0,3912,115.00511,8 276 sqft,1999,,Your New Family Home! This Spacious Home is Move in Ready the Perfect Layout for Functionality & Family Fun. The Kitchen has Granite Counters Slate Floors SS Built In Gas Appliances New Dishwasher & Side by Side Refrigerator Island & Pantry. Open Floor Plan Family Room w/Slider to Expansive Deck Over Looking the Peace & Beauty of the Forest Below. Newer Paint in Over Half the Home w/Warm Neutral Colors Throughout. Newer Hot Water Heater New Front Loading Washer & Dryer Higher End Fixtures. This Home has a lot to Offer a Must See! Conveniently Located. Make Your Appointment Today!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.60/e/e/b/6/picture-uh=5a9d89b22b551dcf7ceca7d1eda14-ps=eeb68ac28877a83f5787dccca27d01b.jpg,16,http://tours.capella-tours.com/virtual_tours/22219/motion_picture,,2014-05-09 11:42:53,14553870,47,http://www.trulia.com/property/1025009478-13197-SW-Essex-Dr-Tigard-OR-97223,Peggy Hoag,peggy@peggyhoag.com,(503) 343-9146,,yourportlandhomesource.com,http://search.yourportlandhomesearch.com/idx/11319/details.php?listingID=IDX003707835541&cmp=trulia&resID=10661799,,,,,,,,,
      10680 SW Kiowa Ct Tualatin OR 97062,10680,SW Kiowa Ct,,Tualatin,Washington,OR,97062,394950,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,,,2360,167.3517,7 840 sqft,1988,,Immaculate original owner home on culdesac w/ 1yr old Arch roof newer exterior paint porcelain tile counters in kitchen w/laminate floor SS appliances. Tray ceiling in DR vessel sink in 1/2 bath hardwood 92% gas furnace.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/2/6/8/c/picture-uh=249d21197ca4643ddca33c797c5ebf95-ps=268cdfe5975584d9d08649b65f86b448.jpg,16,,,2014-05-08 08:18:35,14020687,3,http://www.trulia.com/property/3155094999-10680-SW-Kiowa-Ct-Tualatin-OR-97062,Lynn Cameron,lynnsellshomes@gmail.com,(503) 720-6602,,RE/MAX Pacific Northwest RE/MAX EQUITY GROUP-GRESHAM OFFICE,http://www.remax.com/mls/322-14020687,,,,,,,,,
      9975 SW Sattler St Tigard OR 97224,9975,SW Sattler St,,Tigard,Washington,OR,97224,349900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,0,2085,167.81775,0.38 acres,1967,,Open Sun May 11: 2-4 pm Single level with RV parking light-filled 3 bed 2 bath on lush landscaped lot in Tigard; Open kitchen/dining/living. Large master with bay window; wide tiled hallway leading to family room fenced yard perfect for children and pets; Secluded Patio; fig tree; herbs; table grapes; strawberries; tomatoes. Storage galore. Furnace new in 2011; Refrig new in 2013. New sewer hook-up new roof. Listing agent is owner.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/6/e/3/3/picture-uh=3a0d32b7c709f85ee94d1985da0f142-ps=6e336843bc46d6f2959ae2a01dae4b1a.jpg,16,,,2014-05-07 06:36:10,14043556,4,http://www.trulia.com/property/3154877677-9975-SW-Sattler-St-Tigard-OR-97224,Marilyn Mccobb,marilynmccobb@gmail.com,5035152524,,Premiere Property Group,http://listings.listhub.net/pages/RMLSOR/14043556/?channel=trulia,,,,,,,,,
      10965 SW Pathfinder Way Tigard OR 97223,10965,SW Pathfinder Way,,Tigard,Washington,OR,97223,299000,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,,,2080,143.75,8 712 sqft,1976,,Motivated Seller Large private lot lots of room. Storage vaulted ceilings with large windows for elevated views. Step into the woods-like backyard. Full 16' x 20' shop with 220v building. AC 3 doors gate in rear for RV parking Boat Quad or anything. Could use a little TLC. Priced right! Brokered And Advertised By: America-at-Home Real Estate Listing Agent: Diane Webster,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/e/3/b/9/picture-uh=895fc4f3f2ba77423ce79554e8c4d5-ps=e3b9d86eb98d0ac1997bd2c2fb0faf4.jpg,5,http://www.america-at-home.com/Listing/VirtualTour.aspx?ListingID=113531463,,2014-05-07 06:36:03,14021778,4,http://www.trulia.com/property/1043385304-10965-SW-Pathfinder-Way-Tigard-OR-97223,Diane Webster,TR_113531463@platform.point2.com,425-493-6647,,America-at-Home Real Estate via Point2,http://platform.point2.com/Report/lct.ashx?lid=113531463&aid=TR&url=http%3A%2F%2Fwww.america-at-home.com%2FListing%2FViewListingDetails.aspx%3FListingID%3D113531463%26Bb%3DTR%26Cc%3D113531463,,,,,,,,,
      15034 SW 91st Ave Tigard OR 97224,15034,SW 91st Ave,,Tigard,Washington,OR,97224,259000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,1587,163.201,4 791 sqft,1987,,Fabulous Opportunity To Own Popular Floorplan Flat Lot And More In High-Demand Neighborhood! 3 Large Bedrooms Master Suite With Great Layout Vaulted Ceilings Flat (Open Slate) Backyard Tile Floor Kitchen With Corian Counters. Option For Living Space In Garage. Great Sweat Equity! Walk To Park Easy Access To Bridgeport Schools All Highways. This Is The Opportunity You Have Been Waiting For!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.62/1/1/2/8/picture-uh=c1de87a10b8b96499db1679f9cf694-ps=1128efffafd948173c39a1956dbf2caf.jpg,13,http://www.zingding.com/5676560504/mls,,2014-05-07 06:35:54,14138805,4,http://www.trulia.com/property/3154877173-15034-SW-91st-Ave-Tigard-OR-97224,Rachel Russell,rachelrussell@cbseal.com,(503) 329-7813,,Coldwell Banker Barbara Sue Seal Properties,http://listings.listhub.net/pages/SEAL/33796619/?channel=trulia,,,,,,,,,
